pair,regime,fisher_pval,alpha_r,beta_r,ar1_alpha,ar1_pval,half_life,median_duration,prob_persistence,is_tradable
USD-EUR 5Y,2,0.026698314288395975,1.5217764995746046,0.7227272185694922,-0.09394109532596105,5.732541877785607e-09,7.37852989849471,17.0,0.7735849056603774,True
