,pc1_variance,pc1_variance,pc1_variance
,mean,std,count
regime_most_likely,,,
0,0.41445778981023157,0.07576965772809871,1841
1,0.4082897712613105,0.06792465515243945,1212
2,0.44357771475223323,0.0827017394109239,801
