state,move_chg,dxy_chg,curve_signal,macro_surprise,n_days,pct_days,move_chg_zscore,dxy_chg_zscore,curve_signal_zscore,macro_surprise_zscore,economic_label
0,-0.08844729546496377,0.004401959244215386,-0.009632540909358651,0.19075222233113406,1456,30.03919950484836,-0.5030759243659938,0.45373643918532175,-0.3617002600443087,0.1685522294855642,Low Volatility / Risk-On
1,-0.028653099623399687,0.0052336133727445095,-0.092404744873561,-1.6647491023518473,1537,31.71033629048896,-0.3141300007977981,0.47880146392832296,-0.7509460615173454,-1.1944975629378978,Slowdown / Flattening
2,-0.14035838640042222,0.008118013086229293,-0.009674694981467216,1.6310373536182639,1490,30.74066432845059,-0.6671117288815682,0.5657336965802168,-0.3618984944128214,1.2265845375826425,Stable / Positive Surprises
3,0.5404871562428805,-0.06036540328987522,0.38084065465320804,-0.31182310392887663,364,7.50979987621209,1.4843176540453602,-1.4982715996938614,1.4745448159744756,-0.2006392041303088,Crisis / Flight-to-Quality
