,0
GTEUR5Y Govt,0.6484939326009052
GTUSD5Y Govt,0.601830067146624
GTAUD5Y Govt,0.3689783787159604
GTJPY5Y Govt,0.2829624356063973
GTCNY5Y Govt,0.03230179149736833
