,pc1_var,pc1_cosine_to_fullsample
2018-03-23,0.33817611985761803,0.4343400156535118
2018-03-26,0.3454393965186745,0.40322525791320224
2018-03-27,0.3463654936465383,0.41415702319567355
2018-03-28,0.34507481362746123,0.3851586338646438
2018-03-29,0.34588789777452034,0.32917720627210906
2018-03-30,0.3469243689592999,0.31438054353985684
2018-04-02,0.348104245110143,0.3102186425532383
2018-04-03,0.3480704353628371,0.3107613185632157
2018-04-04,0.3479671436439663,0.3023944126032984
2018-04-10,0.3494915964324266,0.2783513106649924
2018-04-11,0.3453146704775863,0.2076032712801321
2018-04-12,0.34578679433789045,0.18350665979343814
2018-04-13,0.3452165008226973,0.18099365147896163
2018-04-16,0.3537811372597624,0.15717840606328795
2018-04-17,0.36638083481542616,0.1254819514175817
2018-04-18,0.3708823310624169,0.132031750639195
2018-04-19,0.4228440324020712,0.07067558027801374
2018-04-20,0.42209566233152945,0.0818401934603561
2018-04-23,0.4222794804236394,0.085171480403721
2018-04-24,0.4222693504337995,0.08730011529862032
2018-04-25,0.42199973687235276,0.08972142480238803
2018-04-26,0.4215476927651065,0.08760655224758183
2018-04-27,0.42118714672212965,0.08478114420037057
2018-05-03,0.42278214038644574,0.09378401889682694
2018-05-04,0.4246624124241403,0.09893822236935175
2018-05-07,0.4255042360747099,0.09934002840419409
2018-05-08,0.42790484972723414,0.10240171179825774
2018-05-09,0.427673486068257,0.10179299926972266
2018-05-10,0.429486315153382,0.1026393899244035
2018-05-11,0.43129821640795074,0.10641126799457042
2018-05-14,0.4330288742734806,0.10941505195805769
2018-05-15,0.5594097247964687,0.14899246021476692
2018-05-16,0.5578237217918097,0.15064901260996927
2018-05-17,0.5574723215373991,0.14984311383258606
2018-05-18,0.5557162338110951,0.149644500155239
2018-05-21,0.5556958312724671,0.14788901840280147
2018-05-22,0.5567904304431899,0.14955153988937733
2018-05-23,0.5575805655152704,0.14619742996382615
2018-05-24,0.554717916594861,0.14827507211511462
2018-05-25,0.5528879012705868,0.1280491859663055
2018-05-28,0.5512172545475136,0.13133349861514826
2018-05-29,0.5499370102951927,0.127878797936993
2018-05-30,0.5373895382499281,0.12777237011130113
2018-05-31,0.5286589477393122,0.1279051772726047
2018-06-01,0.5287370921032546,0.1263144985008497
2018-06-04,0.526772469988761,0.11983171207352754
2018-06-05,0.5260597749885922,0.1224382638907244
2018-06-06,0.5215648867535656,0.11668592333549602
2018-06-07,0.5186920189098897,0.12230737468761667
2018-06-08,0.5158481672733876,0.12282293067175833
2018-06-11,0.5121556350481068,0.1322637862040227
2018-06-12,0.513036129009135,0.13331571560492686
2018-06-13,0.5141785221849061,0.13513886090284882
2018-06-14,0.513458020693158,0.13509975553843256
2018-06-15,0.5160132570055703,0.1485771312090783
2018-06-20,0.5162814637533735,0.15019657223571636
2018-06-21,0.5160579396179736,0.15110145891186483
2018-06-22,0.512394808740858,0.14883022224012823
2018-06-25,0.5121867899434441,0.14992831929532927
2018-06-26,0.5115025214210998,0.14689864830553165
2018-06-27,0.5120320114837505,0.1451065284580623
2018-06-28,0.5115947085589373,0.14810097341714218
2018-06-29,0.5113636771919278,0.14861284299303712
2018-07-02,0.5126749361686488,0.14915514376223168
2018-07-03,0.51248621251078,0.15259071822113046
2018-07-04,0.5124216596846317,0.15983554072536402
2018-07-05,0.5131060407579368,0.15722313550654848
2018-07-06,0.5135774938281369,0.15598740185973203
2018-07-09,0.513430458133412,0.15672471730358056
2018-07-10,0.5124201269191054,0.15794813190741513
2018-07-11,0.5124167225680452,0.15926138175140522
2018-07-12,0.5127671188120889,0.15483161957432973
2018-07-13,0.5152699154970309,0.1548981849552237
2018-07-16,0.5158532699675664,0.15772506367389202
2018-07-17,0.5114669665984132,0.16613403451685085
2018-07-18,0.5114390369668783,0.1656093433849934
2018-07-19,0.5110352725612104,0.16430411917474327
2018-07-20,0.5086373818632556,0.16812403092160053
2018-07-23,0.5068957008132506,0.166845924744875
2018-07-24,0.503937898827257,0.17279502739518274
2018-07-25,0.5109715870115017,0.17561648675171
2018-07-26,0.5087869950594843,0.17276703028146784
2018-07-27,0.5106520876660797,0.17031809848989973
2018-07-30,0.513831661129307,0.16940179736851774
2018-07-31,0.5126816280705682,0.16447338762852276
2018-08-01,0.5145432819419946,0.16401580769758664
2018-08-02,0.5136636200276222,0.16504173796228874
2018-08-03,0.5158008925164292,0.172174075693078
2018-08-06,0.5153369726179009,0.17509632600752406
