pair,ccy_A,ccy_B,tenor,regime_state,window_end_date,adf_stat,adf_pval,hedge_ratio_beta,cointegrated,n_obs,r_squared
USD-EUR 5Y,USD,EUR,5Y,0,2008-02-08,1.075311055681907,0.9950003056025549,0.42116596313598154,False,250,0.13526603158244654
USD-EUR 5Y,USD,EUR,5Y,0,2008-02-12,1.012868434678845,0.9943998868211579,0.4238418164535953,False,250,0.13255574979962792
USD-EUR 5Y,USD,EUR,5Y,0,2008-02-13,0.7808238908328261,0.9913202384484353,0.42658968743223435,False,250,0.13010743771120215
USD-EUR 5Y,USD,EUR,5Y,0,2008-02-14,0.665809613026521,0.9891302514324676,0.4279251928413463,False,250,0.12692150516709222
USD-EUR 5Y,USD,EUR,5Y,0,2008-02-15,0.6011673011214177,0.987644365817496,0.43064553188870536,False,250,0.12476034345630316
USD-EUR 5Y,USD,EUR,5Y,0,2008-02-18,0.6410953283387545,0.9885859525909345,0.4315296604101744,False,250,0.12158542940471995
USD-EUR 5Y,USD,EUR,5Y,0,2008-02-21,0.7407719878023883,0.990617390889016,0.4303773680486854,False,250,0.11745475955120954
USD-EUR 5Y,USD,EUR,5Y,0,2008-02-22,0.5211792423245035,0.9855028033567196,0.4306047696198221,False,250,0.11430350687502899
USD-EUR 5Y,USD,EUR,5Y,0,2008-02-25,0.17770839730694718,0.9709832434988719,0.4301587290514373,False,250,0.11129574060088465
USD-EUR 5Y,USD,EUR,5Y,0,2008-02-26,0.4809327773389633,0.9842818954289604,0.428377545007932,False,250,0.10758737072822278
USD-EUR 5Y,USD,EUR,5Y,0,2008-02-27,0.45969937458760873,0.9835953269837823,0.42649130362957666,False,250,0.10399692385157266
USD-EUR 5Y,USD,EUR,5Y,0,2008-02-28,0.8490738586415986,0.9923884026425593,0.4279065440856862,False,250,0.10147206047348611
USD-EUR 5Y,USD,EUR,5Y,0,2008-02-29,1.1203117421206843,0.9953863008091497,0.4343788377913105,False,250,0.10087421049447076
USD-EUR 5Y,USD,EUR,5Y,0,2008-03-03,1.0150257104854044,0.9944219842951912,0.44109260730978356,False,250,0.10055396997440791
USD-EUR 5Y,USD,EUR,5Y,0,2008-03-04,0.9335297778202768,0.9935126628644613,0.44926211681333716,False,250,0.10113413171157881
USD-EUR 5Y,USD,EUR,5Y,0,2008-03-05,0.9404667526709921,0.9935963434404245,0.45484311135101807,False,250,0.1004697498599304
USD-EUR 5Y,USD,EUR,5Y,0,2008-03-06,1.1006214626405713,0.9952219230051272,0.46802150839493906,False,250,0.10287713182267388
USD-EUR 5Y,USD,EUR,5Y,0,2008-03-07,1.1346597268078613,0.9955018396029115,0.4818223836878044,False,250,0.10551598261951123
USD-EUR 5Y,USD,EUR,5Y,0,2008-03-10,1.1196437022778252,0.9953808354302215,0.49811509589212505,False,250,0.10915924482846451
USD-EUR 5Y,USD,EUR,5Y,0,2008-03-11,0.7115387403451369,0.990065354058868,0.5095712104512954,False,250,0.10950976432985404
USD-EUR 5Y,USD,EUR,5Y,0,2008-04-22,0.6233492427973091,0.9881772290234597,0.5064126750713946,False,250,0.10415434072569651
USD-EUR 5Y,USD,EUR,5Y,0,2008-04-23,0.5412199714716096,0.986073535311632,0.5033207353631779,False,250,0.09888773817014673
USD-EUR 5Y,USD,EUR,5Y,0,2008-04-24,0.22583606633211886,0.9736739961728194,0.502639998561592,False,250,0.09500215000973111
USD-EUR 5Y,USD,EUR,5Y,0,2008-04-25,0.03964732495131384,0.9616906317260846,0.5022333976804679,False,250,0.09152084888486578
USD-EUR 5Y,USD,EUR,5Y,0,2008-04-28,0.14621195503247603,0.9690782024220036,0.5020535090252963,False,250,0.08810300996991216
USD-EUR 5Y,USD,EUR,5Y,0,2008-04-29,0.1205305157552263,0.9674351745692082,0.5047026688089128,False,250,0.08568166286082768
USD-EUR 5Y,USD,EUR,5Y,0,2008-04-30,0.252703698066198,0.9750674133047894,0.5070856187060697,False,250,0.0831894623311139
USD-EUR 5Y,USD,EUR,5Y,0,2008-08-12,0.07486836123540593,0.964302756838499,0.506392716430113,False,250,0.07995400490824534
USD-EUR 5Y,USD,EUR,5Y,0,2008-08-13,-0.11166194645317486,0.94826449868093,0.5075568159790818,False,250,0.07743817831836552
USD-EUR 5Y,USD,EUR,5Y,0,2008-08-14,0.03315690318605911,0.961189739549746,0.5084721533313566,False,250,0.07490778946385568
USD-EUR 5Y,USD,EUR,5Y,0,2008-08-15,0.12702966307064523,0.9678588120689059,0.5104674487032393,False,250,0.07262694259438618
USD-EUR 5Y,USD,EUR,5Y,0,2008-08-18,0.09661131421516213,0.9658289697838518,0.5155040612690133,False,250,0.07101534723633374
USD-EUR 5Y,USD,EUR,5Y,0,2008-08-19,0.03570984125398651,0.9613875011614599,0.5210215339025728,False,250,0.07061620766566179
USD-EUR 5Y,USD,EUR,5Y,0,2008-08-20,0.052989792835502356,0.9627009987449641,0.5262747456277592,False,250,0.07013401062464364
USD-EUR 5Y,USD,EUR,5Y,0,2008-08-21,0.07504354978586403,0.9643153121311377,0.5293388572806523,False,250,0.06927213147932287
USD-EUR 5Y,USD,EUR,5Y,0,2008-08-22,-0.05399364602532983,0.9538324788983595,0.5310966417736516,False,250,0.06825005309625787
USD-EUR 5Y,USD,EUR,5Y,0,2008-08-25,-0.02960508029725915,0.9560142068353585,0.5367961102529096,False,250,0.06796538895340631
USD-EUR 5Y,USD,EUR,5Y,0,2008-08-26,-0.05609419404156781,0.9536398942871018,0.543633610604904,False,250,0.06785872313177299
USD-EUR 5Y,USD,EUR,5Y,0,2008-08-27,0.07957936785397043,0.964638907937145,0.547256973396292,False,250,0.06696359809425312
USD-EUR 5Y,USD,EUR,5Y,0,2008-08-28,0.04883958544024542,0.9623894839879398,0.5479479288981289,False,250,0.06564404408403468
USD-EUR 5Y,USD,EUR,5Y,0,2008-08-29,-0.038239657553110255,0.9552531102326011,0.5485437057119933,False,250,0.06441703827047718
USD-EUR 5Y,USD,EUR,5Y,0,2008-09-01,-0.1477942014653723,0.9444650276048416,0.5526009231544076,False,250,0.06398631844679425
USD-EUR 5Y,USD,EUR,5Y,0,2008-09-04,0.11623587934425826,0.967152269602929,0.5598070402914307,False,250,0.06395052708694748
USD-EUR 5Y,USD,EUR,5Y,0,2008-09-05,-0.11982003874817332,0.9474282465730475,0.5723897238636384,False,250,0.06537129496427618
USD-EUR 5Y,USD,EUR,5Y,0,2008-09-08,-0.08046582861287253,0.9513497872799165,0.582756455064867,False,250,0.06634782573579256
USD-EUR 5Y,USD,EUR,5Y,0,2008-09-09,0.03500347184935791,0.9613328791326621,0.594803642949731,False,250,0.067539943705611
USD-EUR 5Y,USD,EUR,5Y,0,2008-09-10,-0.0173270713938673,0.9570754761890211,0.6067379944819615,False,250,0.06873950713741583
USD-EUR 5Y,USD,EUR,5Y,0,2008-09-11,-0.05682463483875564,0.9535727490535958,0.6190731169700876,False,250,0.07000328602354211
USD-EUR 5Y,USD,EUR,5Y,0,2008-09-12,-0.008843249320877562,0.9577946167713198,0.6277134010343199,False,250,0.07059932956220671
USD-EUR 5Y,USD,EUR,5Y,0,2009-02-19,-0.20362928299369404,0.9380876316582925,0.7060217866924563,False,250,0.09267536647610919
USD-EUR 5Y,USD,EUR,5Y,0,2009-02-20,-0.36383197460841343,0.9159646606374141,0.7764015501565895,False,250,0.11663680876237281
USD-EUR 5Y,USD,EUR,5Y,0,2009-02-23,-0.5355828245883985,0.8848837272986063,0.8364595634126588,False,250,0.14064136516168824
USD-EUR 5Y,USD,EUR,5Y,0,2009-02-24,-0.7663592803866237,0.8288046422369082,0.885390578266791,False,250,0.16404910712957754
USD-EUR 5Y,USD,EUR,5Y,0,2009-02-25,-1.117120863388466,0.708196235270506,0.9216362646744952,False,250,0.18542034789086626
USD-EUR 5Y,USD,EUR,5Y,0,2009-02-26,-1.1981629806308842,0.6743854516191201,0.9545851166539437,False,250,0.20473325103136153
USD-EUR 5Y,USD,EUR,5Y,0,2009-02-27,-1.2133381047572325,0.6678318392632483,0.9864690928528088,False,250,0.22474140723784364
USD-EUR 5Y,USD,EUR,5Y,0,2009-03-02,-1.2242462931403388,0.6630795825557834,1.0160101668167396,False,250,0.2460391968345983
USD-EUR 5Y,USD,EUR,5Y,0,2009-03-03,-1.304436692078114,0.6271400850500548,1.0411814567092748,False,250,0.2664050436342925
USD-EUR 5Y,USD,EUR,5Y,0,2009-03-04,-1.3073822000545205,0.6257882169234793,1.0625040008954985,False,250,0.2851477163380848
USD-EUR 5Y,USD,EUR,5Y,0,2009-03-05,-1.2737176810359108,0.6411091079007802,1.084107502844877,False,250,0.3048175327452195
USD-EUR 5Y,USD,EUR,5Y,0,2009-03-06,-1.3646571847777489,0.5990977937838522,1.098936483007804,False,250,0.32265226526428026
USD-EUR 5Y,USD,EUR,5Y,0,2009-03-09,-1.368898072380249,0.5970926486310438,1.1139976996725944,False,250,0.33982730842973385
USD-EUR 5Y,USD,EUR,5Y,0,2009-03-10,-1.3803750668749581,0.5916475625159048,1.1259921908476773,False,250,0.3548079321181943
USD-EUR 5Y,USD,EUR,5Y,0,2009-03-11,-1.347271475565366,0.607277873392901,1.139077514600444,False,250,0.36941580132788066
USD-EUR 5Y,USD,EUR,5Y,0,2009-03-12,-1.3475462156651816,0.6071491182441705,1.1508995837871918,False,250,0.3842230562283786
USD-EUR 5Y,USD,EUR,5Y,0,2009-03-13,-1.3918563050357646,0.586174021197295,1.162934954177627,False,250,0.39834797098570873
USD-EUR 5Y,USD,EUR,5Y,0,2009-03-16,-1.4987001978869827,0.5341542341571445,1.1740692401113053,False,250,0.4111301053644163
USD-EUR 5Y,USD,EUR,5Y,0,2009-03-17,-1.506145112562395,0.5304692788764851,1.183931062453078,False,250,0.42282360161096355
USD-EUR 5Y,USD,EUR,5Y,0,2009-03-18,-1.3926224673555032,0.585807845278638,1.2011163685614301,False,250,0.4366019708007288
USD-EUR 5Y,USD,EUR,5Y,0,2009-04-03,-1.4930962922912567,0.5369236980254268,1.2141605051579973,False,250,0.44845364295530377
USD-EUR 5Y,USD,EUR,5Y,0,2009-04-06,-1.5260415861165064,0.5205918707237024,1.2256241009145634,False,250,0.45975851578295324
USD-EUR 5Y,USD,EUR,5Y,0,2009-04-07,-1.5760844282094475,0.49559495515156954,1.2363960639799672,False,250,0.4710105877968598
USD-EUR 5Y,USD,EUR,5Y,0,2009-04-08,-1.5569288175232732,0.5051853635486605,1.2474192248560765,False,250,0.4822457642930582
USD-EUR 5Y,USD,EUR,5Y,0,2009-04-09,-1.638481181907601,0.46305452925474266,1.2570245208087214,False,250,0.4931461097022144
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-09,-1.6285570787440335,0.46824608587563066,1.2574385531069938,False,250,0.5008039944319473
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-10,-1.6211340160027579,0.47213482669743023,1.2578188419775378,False,250,0.5085993999650198
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-13,-1.617438664203396,0.47407236111414475,1.2573642904858506,False,250,0.515929700074047
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-14,-1.7085236219929896,0.42672628780497635,1.2564647423975361,False,250,0.5226380497942837
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-15,-1.6995990996716575,0.43131904460891846,1.2539226023363177,False,250,0.5279420793160035
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-16,-1.6903569299658159,0.43608760005287023,1.2512463360252783,False,250,0.5333187059207837
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-17,-1.7649658823392271,0.3979885734057742,1.2492054609094967,False,250,0.5384077263345292
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-20,-1.86582101398344,0.34830678777000057,1.2477542846279517,False,250,0.5437412213931867
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-21,-1.8598169129134394,0.35119405369105605,1.2473107442142777,False,250,0.5500615462229295
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-22,-1.9355657589576711,0.3155191936272428,1.2460883060345371,False,250,0.555757352166275
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-23,-1.9914509319534042,0.29033410231476076,1.2443778088900883,False,250,0.5607457386453898
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-24,-1.9867194332879305,0.29242635144407403,1.2429798719844558,False,250,0.5658309336919352
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-27,-1.9791027703269444,0.2958102956379933,1.2407089534756777,False,250,0.5703021396024839
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-28,-1.9168797518545946,0.3241624816106111,1.2373445062882795,False,250,0.5745194586553026
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-29,-1.8689695161060393,0.3467966294222804,1.2338112048646865,False,250,0.5784192777409527
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-30,-1.8678969879776148,0.3473107571811098,1.2306562724158066,False,250,0.582647975234287
USD-EUR 5Y,USD,EUR,5Y,0,2009-07-31,-1.83232753768208,0.36453414474405316,1.2267760130727376,False,250,0.5869304649821061
USD-EUR 5Y,USD,EUR,5Y,0,2009-08-03,-1.9278651518188707,0.3190681197885459,1.2225919855454803,False,250,0.5904795072217299
USD-EUR 5Y,USD,EUR,5Y,0,2009-08-04,-1.9895061156681573,0.29119317221265784,1.2180005873739557,False,250,0.5937303751804477
USD-EUR 5Y,USD,EUR,5Y,0,2009-08-05,-2.0623808467922977,0.25990790761494564,1.2141695992992898,False,250,0.5976416557369535
USD-EUR 5Y,USD,EUR,5Y,0,2009-08-06,-2.187889673986412,0.2106701303216345,1.2105231637751661,False,250,0.6013527313222792
USD-EUR 5Y,USD,EUR,5Y,0,2009-08-07,-2.190927646868631,0.20955466010696056,1.2081002221156272,False,250,0.6049561090741291
USD-EUR 5Y,USD,EUR,5Y,0,2009-08-10,-2.2962948644068013,0.17316573624576403,1.2060521246778841,False,250,0.6091842225703115
USD-EUR 5Y,USD,EUR,5Y,0,2009-08-11,-2.2737372471338166,0.18057816251728798,1.2048750721354928,False,250,0.6143358165967273
USD-EUR 5Y,USD,EUR,5Y,0,2009-08-12,-2.0921791448063654,0.24767101357659388,1.203113259106868,False,250,0.6190487857142168
USD-EUR 5Y,USD,EUR,5Y,0,2009-08-13,-2.100639016947305,0.2442577272233925,1.202035342539494,False,250,0.6245758668803421
USD-EUR 5Y,USD,EUR,5Y,0,2009-08-14,-2.1108542236408083,0.2401725222686395,1.2001297763920276,False,250,0.6303775114233169
USD-EUR 5Y,USD,EUR,5Y,0,2009-12-21,-2.0573051361747225,0.2620251482944528,1.1955415796101025,False,250,0.6357749149405624
USD-EUR 5Y,USD,EUR,5Y,0,2009-12-22,-2.024762474099509,0.2758222560931824,1.1910759073328392,False,250,0.6408218496822762
USD-EUR 5Y,USD,EUR,5Y,0,2009-12-23,-2.085085779474922,0.2505538178641496,1.186029868491319,False,250,0.6451529502899473
USD-EUR 5Y,USD,EUR,5Y,0,2009-12-24,-2.048475616794235,0.2657307156382278,1.1811358791422526,False,250,0.6491517361433786
USD-EUR 5Y,USD,EUR,5Y,0,2009-12-25,-2.0791913041765784,0.2529637765364089,1.175777027700162,False,250,0.6528852898854185
USD-EUR 5Y,USD,EUR,5Y,0,2009-12-30,-1.6642884970616008,0.44959962608095766,1.1712013941430008,False,250,0.6563286670484652
USD-EUR 5Y,USD,EUR,5Y,0,2009-12-31,-1.5837785781607971,0.49173675132127165,1.166781584155269,False,250,0.6601927294209368
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-01,-1.5456101776991098,0.5108402183161697,1.1626150567478009,False,250,0.6643878773486884
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-06,-1.6074880568878973,0.479831006277394,1.1594334783116103,False,250,0.6693450643047782
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-07,-1.6667118231512088,0.4483399640216924,1.155342699273177,False,250,0.674382187814824
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-08,-1.6192772502474182,0.47310822833103083,1.1509243711727284,False,250,0.6791134926383735
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-11,-1.6667399413963462,0.4483253520336774,1.1465332008480766,False,250,0.6842914408127341
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-12,-1.6244487954150773,0.4703977460163797,1.1420135124872433,False,250,0.6893259030591669
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-13,-1.5861561893739602,0.49054389897304157,1.1371937789113273,False,250,0.6929810096136868
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-14,-1.722232624916235,0.41969549226585684,1.1323779038941395,False,250,0.6967059432581506
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-15,-1.7362704284631147,0.4125283567542585,1.1278563273620843,False,250,0.7009013010185643
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-18,-1.75493898228848,0.40305138439544924,1.1232872604735036,False,250,0.7049716656912067
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-21,-1.5139515165054742,0.5265987807268067,1.1185398471506915,False,250,0.7089880850785577
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-22,-1.5380996157968554,0.5145869314572186,1.1140659767383594,False,250,0.7133829426448504
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-25,-1.513648702954034,0.5267490408634503,1.109228716835379,False,250,0.717411828025933
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-26,-1.4685031188615567,0.5490309038184126,1.1048828247916571,False,250,0.7218130439115632
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-27,-1.535552625572763,0.5158564328678872,1.1018040553522033,False,250,0.7243989726722901
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-28,-1.494601138136949,0.536180367985908,1.0988513143284617,False,250,0.7269286929418024
USD-EUR 5Y,USD,EUR,5Y,0,2010-01-29,-1.5274831087996725,0.5198746935529518,1.0964000197729171,False,250,0.7296749469780315
USD-EUR 5Y,USD,EUR,5Y,0,2010-02-01,-1.494157409006866,0.5363995797578991,1.0934786339915212,False,250,0.7321095149794528
USD-EUR 5Y,USD,EUR,5Y,0,2010-02-02,-1.4972997966421275,0.5348466654909524,1.0906007313861505,False,250,0.7347415512567917
USD-EUR 5Y,USD,EUR,5Y,0,2010-02-03,-1.463796203441953,0.5513388239734563,1.0874989825773116,False,250,0.7369288229614452
USD-EUR 5Y,USD,EUR,5Y,0,2010-02-04,-1.5011552375321884,0.5329397822059285,1.0842398245538156,False,250,0.7395259419299369
USD-EUR 5Y,USD,EUR,5Y,0,2010-02-05,-1.5041641086681354,0.5314504173366309,1.080803667126089,False,250,0.7419733420732335
USD-EUR 5Y,USD,EUR,5Y,0,2010-02-09,-1.473966013740091,0.5463484330777694,1.0773202671474964,False,250,0.7439936770444248
USD-EUR 5Y,USD,EUR,5Y,0,2010-02-10,-1.432171942421257,0.5667590414810787,1.073606638751671,False,250,0.7461507425339473
USD-EUR 5Y,USD,EUR,5Y,0,2010-02-11,-1.4527634901230333,0.5567358825160341,1.0700863232534918,False,250,0.7482118966166023
USD-EUR 5Y,USD,EUR,5Y,0,2010-02-12,-1.458241645832737,0.5540582796729001,1.0662172781118273,False,250,0.7501465410818039
USD-EUR 5Y,USD,EUR,5Y,0,2010-02-15,-1.464147465897288,0.5511666996196356,1.0625139860111685,False,250,0.7512518758237681
USD-EUR 5Y,USD,EUR,5Y,0,2010-02-18,-1.397593277256324,0.5834293862248541,1.0579587904712855,False,250,0.7519504399049677
USD-EUR 5Y,USD,EUR,5Y,0,2010-02-19,-1.442460026689997,0.5617596071679478,1.0539968662491366,False,250,0.7528247017137695
USD-EUR 5Y,USD,EUR,5Y,0,2010-02-24,-1.4222138103456174,0.5715814317144297,1.0497697276105462,False,250,0.7535486937909228
USD-EUR 5Y,USD,EUR,5Y,0,2010-02-25,-1.4426112697118212,0.5616859844586322,1.045385292221502,False,250,0.7546000029276063
USD-EUR 5Y,USD,EUR,5Y,0,2010-02-26,-1.5526756451545936,0.5073114043787449,1.0411799152685144,False,250,0.7555773375410348
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-01,-1.513481058417307,0.526832224167625,1.0371104355299852,False,250,0.7566142580287629
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-02,-1.504271573646328,0.5313972040985141,1.0331472128294887,False,250,0.7576651925450878
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-03,-1.4907494450162353,0.5380823920114987,1.0294758762174596,False,250,0.7587825007198443
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-04,-1.4855058701795838,0.5406688056381895,1.0257726558527747,False,250,0.7596521411617666
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-05,-1.4492297399360796,0.5584607030599266,1.021782060036959,False,250,0.7604164585496965
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-08,-1.4188076654662727,0.573227016748775,1.017530678696458,False,250,0.7609171508005544
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-09,-1.4009849440185425,0.5818038329928299,1.0132853996536837,False,250,0.7614164359583184
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-10,-1.4024521295719006,0.5810999738120538,1.0089486268074506,False,250,0.7616267383050829
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-11,-1.3884885992656892,0.5877822175654757,1.0046867403758246,False,250,0.7617954856188323
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-12,-1.4251383145610708,0.570166938088764,1.0004170459718251,False,250,0.762015896068627
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-15,-1.4250582326406365,0.5702056907965276,0.9960881323678024,False,250,0.7621776808031618
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-16,-1.459980992825474,0.5532071953125264,0.9919369368478381,False,250,0.7623705106598625
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-17,-1.4691220218713188,0.5487272081113848,0.9872707939713115,False,250,0.7624034787518333
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-18,-1.457802979624853,0.5542728544041425,0.9824958321514294,False,250,0.7623072842496796
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-19,-1.4716891285069875,0.5474669615312918,0.977388818189046,False,250,0.7619997429243068
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-22,-1.5021006541420905,0.5324719205669466,0.9719962434987961,False,250,0.7621211485618262
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-23,-1.594781885127198,0.4862142047911162,0.9666076480469854,False,250,0.7618173477614687
USD-EUR 5Y,USD,EUR,5Y,0,2010-03-24,-1.5475399250415656,0.5098768011856872,0.9604898095798435,False,250,0.7606009905635682
USD-EUR 5Y,USD,EUR,5Y,0,2010-06-04,-1.4346150053705544,0.5655734096345065,0.9520380035608424,False,250,0.7600055717099429
USD-EUR 5Y,USD,EUR,5Y,0,2010-06-07,-1.439988676582362,0.5629621057284555,0.944293431344611,False,250,0.7598885932179235
USD-EUR 5Y,USD,EUR,5Y,0,2010-06-08,-1.3647628682964976,0.5990478711048883,0.9360473553089662,False,250,0.7591894306825636
USD-EUR 5Y,USD,EUR,5Y,0,2010-06-09,-1.4559199517602344,0.5551936192480562,0.9286828988207634,False,250,0.758795781709124
USD-EUR 5Y,USD,EUR,5Y,0,2010-06-10,-1.464254325703491,0.5511143330664786,0.9208318631993824,False,250,0.7575295761357425
USD-EUR 5Y,USD,EUR,5Y,0,2010-06-11,-1.4673580839638554,0.5495926312588826,0.9127593346571388,False,250,0.7563138091491575
USD-EUR 5Y,USD,EUR,5Y,0,2010-06-16,-1.47686738903217,0.5449221038173746,0.9051421844945985,False,250,0.7551048270490113
USD-EUR 5Y,USD,EUR,5Y,0,2010-06-17,-1.5418729980871777,0.5127051320775771,0.8981032762794993,False,250,0.7544110613076794
USD-EUR 5Y,USD,EUR,5Y,0,2010-06-18,-1.6814818886884715,0.44067793069497707,0.8915845848724274,False,250,0.7537409519490978
USD-EUR 5Y,USD,EUR,5Y,0,2010-06-21,-1.782770484927729,0.3890485945002684,0.8852391205301473,False,250,0.7530513102721034
USD-EUR 5Y,USD,EUR,5Y,0,2010-06-22,-1.7023858147971618,0.42988365444268367,0.8784265979391416,False,250,0.7524370405783424
USD-EUR 5Y,USD,EUR,5Y,0,2010-06-23,-1.74864279129109,0.406240386512278,0.871748711144265,False,250,0.752010918256893
USD-EUR 5Y,USD,EUR,5Y,0,2010-09-24,-1.957309779838534,0.30559906156043376,0.8683763872327628,False,250,0.7535121713281772
USD-EUR 5Y,USD,EUR,5Y,0,2010-09-29,-1.939163258152071,0.3138675777494586,0.865419698968766,False,250,0.7552629015293952
USD-EUR 5Y,USD,EUR,5Y,0,2010-09-30,-2.044355339735681,0.26746962940976443,0.8619038632639433,False,250,0.7569149697452767
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-01,-2.004671962592794,0.28452837108574824,0.8580044056623826,False,250,0.7582425153072666
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-04,-2.1167523417817504,0.2378319728234699,0.854470399534714,False,250,0.7593808937477846
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-05,-2.1646013643061597,0.21934296740553144,0.8513019970863702,False,250,0.760406742350059
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-06,-2.1537808610136695,0.22344567636528717,0.8483149271800791,False,250,0.7616467824863473
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-07,-2.1463031164552517,0.2263078454703345,0.8453390076083463,False,250,0.7626880567380049
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-08,-2.1566393634345338,0.22235736236871873,0.8420657330784969,False,250,0.7638828267863081
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-13,-2.2219305716647058,0.19838241757613345,0.8389953554207079,False,250,0.7648379396038313
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-14,-2.25690849305821,0.18624252108842787,0.8356985288084401,False,250,0.7657173850394685
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-15,-2.3017318803367752,0.17141001404001638,0.8324075809578586,False,250,0.7665517692665059
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-18,-2.3419961959818285,0.15878074532202685,0.8294255799775732,False,250,0.7675732950680605
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-19,-2.277102299003,0.17945930498005125,0.8263284661584183,False,250,0.7683528853695601
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-20,-2.292204792470861,0.1744944079940946,0.8238175263793217,False,250,0.7684526934359487
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-21,-2.176296723290324,0.21496056613559633,0.8211954238161678,False,250,0.7686107561349976
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-22,-2.1305374801345858,0.23241390078804636,0.8181179900159445,False,250,0.7685950344508142
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-25,-2.148305733890226,0.22553917698387355,0.8146979558014321,False,250,0.7684286699870465
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-26,-2.22826337362771,0.19614783937084368,0.810193153271423,False,250,0.7679948970884858
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-27,-2.356941654749064,0.15425977980760913,0.8060290489544093,False,250,0.7675999518138783
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-28,-2.329062921735287,0.1627658283417649,0.801685809662767,False,250,0.7672836433233996
USD-EUR 5Y,USD,EUR,5Y,0,2010-10-29,-2.2322673716371337,0.1947433431756368,0.7971088798833628,False,250,0.7668515417738193
USD-EUR 5Y,USD,EUR,5Y,0,2010-11-01,-2.2850644973902097,0.1768302227879815,0.7924315021378172,False,250,0.7664113941416079
USD-EUR 5Y,USD,EUR,5Y,0,2010-11-02,-2.35389014280533,0.15517553801345996,0.7879662441505563,False,250,0.7659678937700772
USD-EUR 5Y,USD,EUR,5Y,0,2010-11-03,-2.526138050521671,0.10924347889664432,0.7833989772386092,False,250,0.7655319513607897
