pair,ccy_A,ccy_B,tenor,regime_state,window_end_date,adf_stat,adf_pval,hedge_ratio_beta,cointegrated,n_obs,r_squared
USD-EUR 5Y,USD,EUR,5Y,2,2016-10-18,-2.1069624064294374,0.2417242149966789,0.24580563799824684,False,250,0.33864000244312487
USD-EUR 5Y,USD,EUR,5Y,2,2016-10-19,-2.305329617927635,0.170254824964292,0.2488286794869617,False,250,0.35786884217501624
USD-EUR 5Y,USD,EUR,5Y,2,2016-10-20,-2.3525315356203085,0.15558446283355443,0.2515420904456377,False,250,0.37796607549241357
USD-EUR 5Y,USD,EUR,5Y,2,2016-10-21,-2.4211537021711282,0.1358547231235136,0.2536520430406873,False,250,0.38365706864904214
USD-EUR 5Y,USD,EUR,5Y,2,2016-10-24,-2.435051581395292,0.13208671377196318,0.25560997508057687,False,250,0.3895824738682204
USD-EUR 5Y,USD,EUR,5Y,2,2016-10-25,-2.352771692213518,0.1555121243900464,0.25750811983021515,False,250,0.39514059938213997
USD-EUR 5Y,USD,EUR,5Y,2,2016-10-26,-2.2950167942641255,0.17358019191287244,0.2593058652691511,False,250,0.40060256092087454
USD-EUR 5Y,USD,EUR,5Y,2,2016-10-27,-2.345342352032567,0.15776071218021143,0.2607382162295981,False,250,0.40523613985457463
USD-EUR 5Y,USD,EUR,5Y,2,2016-10-28,-2.3081223573509195,0.1693617300965839,0.2619168442085539,False,250,0.4088186611013378
USD-EUR 5Y,USD,EUR,5Y,2,2016-10-31,-2.2690665709349753,0.1821387438961014,0.2629995004158332,False,250,0.412249437419126
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-01,-2.2341222668771517,0.19409488831055732,0.26305070036030054,False,250,0.4126841945492593
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-02,-2.2707848851344337,0.18156358639653403,0.26494192334628286,False,250,0.41817815743461606
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-03,-2.167045652493827,0.2184225855184601,0.2668944101012922,False,250,0.42381275186555945
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-04,-2.129170977817341,0.2329477044221704,0.269005446651697,False,250,0.42937940692072074
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-07,-2.207894004229841,0.20339287443092158,0.2707070313324824,False,250,0.43432728991991865
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-08,-2.2498885932949984,0.18863925857170372,0.2722025249296595,False,250,0.4390236521493932
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-09,-2.316456991258124,0.1667151849663771,0.2718384732137759,False,250,0.4380688028496714
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-14,-2.1782199059445206,0.2142451171056276,0.27129930948011716,False,250,0.4342862561428624
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-15,-2.1350514108385834,0.23065575503385305,0.27105567771453,False,250,0.43203301506085545
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-16,-2.105307583038453,0.24238575862251455,0.27084282888816713,False,250,0.42981155761590883
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-17,-2.048755325272829,0.26561289154225776,0.27016771667513007,False,250,0.42518034496927715
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-18,-1.9333086446821792,0.3165575047465542,0.26879550113343853,False,250,0.4170140343466482
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-21,-1.9173622793193557,0.3239379431739502,0.267385962364498,False,250,0.4084869039274447
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-22,-1.8457079832668057,0.3580164824097062,0.26550566396221376,False,250,0.3989245045220893
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-23,-1.7898571823659666,0.38550882110999685,0.26337152940501024,False,250,0.38713186295810953
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-24,-1.7552120640376927,0.40291324002283135,0.2605283224912316,False,250,0.374030183512976
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-25,-1.7446571084234237,0.40826296628633124,0.25727713921678247,False,250,0.3602397158898294
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-28,-1.7926551383471465,0.38411426253712866,0.25467951565976066,False,250,0.34957796341033054
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-29,-1.758211703076667,0.4013967535762241,0.25139610717169053,False,250,0.33788322572371154
USD-EUR 5Y,USD,EUR,5Y,2,2016-11-30,-1.6218564323436306,0.4717561759938246,0.24762329175429842,False,250,0.32387254396200604
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-01,-1.5469720058193834,0.5101603628492908,0.24474559347270064,False,250,0.31050568552421953
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-02,-1.6551447705659883,0.45435867475667074,0.24229193528095527,False,250,0.30027041867389936
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-05,-1.7309407511771404,0.4152454859834993,0.24067727970490965,False,250,0.29183196676972634
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-06,-1.7199331160755142,0.42087270128642246,0.23897278919922474,False,250,0.2834205967899802
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-07,-1.7868706543097728,0.38699925546319225,0.23696955031773936,False,250,0.27544785572529396
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-08,-1.644250873148476,0.46004046200762505,0.23404381037795854,False,250,0.2652112724516884
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-09,-1.4343543498875602,0.5656999540218505,0.23056522958135744,False,250,0.2531059461465436
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-12,-1.4401462852424554,0.5628854463202602,0.22705315544008103,False,250,0.24131483583700264
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-13,-1.3792322599163296,0.5921909506480934,0.222567174983145,False,250,0.2274607322550548
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-14,-1.0130142409023428,0.7484881102531318,0.2151216799173311,False,250,0.206752596017291
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-15,-0.8555369956571641,0.8022620294829022,0.20894084670406943,False,250,0.18887588526594024
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-16,-0.8667238683044489,0.7987331666377521,0.203232534326307,False,250,0.17317580039919633
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-19,-0.9864640378728422,0.7581691618056832,0.19653504986945647,False,250,0.1575465742884269
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-20,-0.9415192262630916,0.7739923420263723,0.1909659068592473,False,250,0.14428299554756518
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-21,-0.9558374543073078,0.7690290434181076,0.18516839063718282,False,250,0.131980776763157
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-22,-0.940947894578826,0.7741888800542268,0.17954428458742838,False,250,0.12057804541827011
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-23,-0.9830986399248747,0.7593786638420947,0.17477304847344444,False,250,0.1110983245025372
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-26,-0.9730615498834221,0.7629622650980437,0.17034502839775983,False,250,0.10253721355037859
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-28,-1.0303430197546073,0.74203716499433,0.16935544152993154,False,250,0.09850699419090114
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-29,-1.1442129131911765,0.697122298650457,0.16716830607554567,False,250,0.09377633823868703
USD-EUR 5Y,USD,EUR,5Y,2,2016-12-30,-0.8759257163700365,0.7957970196413446,0.16576659345585604,False,250,0.09013016282569508
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-02,-0.8039794227316672,0.8179503465768314,0.16517180201866233,False,250,0.08780457483121573
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-04,-0.8007899749049942,0.8188899083386185,0.1643275363821861,False,250,0.08516456876956247
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-05,-1.0368320118761316,0.7395948289218337,0.16478107803613268,False,250,0.08433713752636007
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-06,-0.8987521687782632,0.7883830686414235,0.1655455134175391,False,250,0.08344184265371246
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-09,-0.9909733513642124,0.7565423096111288,0.16705490795393257,False,250,0.08354849273543319
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-10,-0.9677525165374697,0.7648434219192588,0.1683568354807438,False,250,0.08317231113690571
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-11,-0.9517305955509868,0.7704600892298472,0.1695228668623543,False,250,0.08273063163227912
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-12,-1.0290613236845303,0.7425178559082382,0.1706829590628256,False,250,0.08226589399858286
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-13,-0.949056675755568,0.771388610243007,0.1718087333719866,False,250,0.08164194038269923
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-16,-0.9027883092960425,0.7870528005548114,0.1731238418593744,False,250,0.08108452766090757
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-17,-1.113094007929981,0.7098220187481232,0.17534751102574064,False,250,0.08161616194006982
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-18,-0.8727311769914347,0.7968197636961999,0.17831888380024624,False,250,0.08218890423260905
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-19,-0.8619320258116147,0.8002502003886669,0.18206510905239254,False,250,0.08361276175413823
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-20,-0.8687083522979637,0.7981025074766428,0.18628417517766258,False,250,0.08556800088752936
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-25,-0.7844272943868404,0.8236536889093418,0.1908577973543183,False,250,0.08747463578278869
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-26,-0.8527937058041843,0.8031205811025535,0.18892969700700413,False,250,0.08321625053778714
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-27,-0.8600584364784755,0.8008411275253511,0.18621835952867388,False,250,0.07856653706614258
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-30,-0.8374301985532924,0.8078792818644683,0.18328343925114648,False,250,0.07391593703740462
USD-EUR 5Y,USD,EUR,5Y,2,2017-01-31,-0.9214339108450502,0.7808320039501417,0.18055296431203094,False,250,0.06947427254199778
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-01,-0.8846107710096008,0.7929980587589507,0.17960957347998074,False,250,0.0664801005445197
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-02,-0.8968613949920846,0.7890042480411232,0.17718777777673939,False,250,0.0626039992759182
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-03,-0.9314401144130424,0.7774425260421756,0.17461856580758486,False,250,0.05881086130080648
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-08,-1.0768611642824555,0.7242106564599408,0.1719328234426324,False,250,0.05532473705118879
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-09,-0.9835163359442722,0.7592287629680541,0.1699655829337834,False,250,0.05233423887811195
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-10,-0.9471442944516122,0.7720511309597636,0.16803540141980267,False,250,0.049463911397245375
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-13,-0.8747510681751594,0.7961735110349246,0.16352936182889427,False,250,0.045187696083972995
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-14,-0.8213680950026886,0.8127646341114214,0.15907702570715046,False,250,0.04109339721953065
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-15,-0.7329799825902615,0.8380210646391064,0.15810270706572527,False,250,0.039022361929335836
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-16,-0.8406834572682022,0.806878626035593,0.15840349810953538,False,250,0.037751082597496155
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-17,-0.8921696863381998,0.7905401138909975,0.15672843284028914,False,250,0.035654462061413206
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-20,-0.8987395216046917,0.7883872278781774,0.154694648972317,False,250,0.03320353820653932
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-21,-0.8198883743007128,0.8132100905447339,0.15320275182621113,False,250,0.03116217061812976
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-22,-0.8459825878020643,0.8052406275699922,0.15170175825002594,False,250,0.029286355785752116
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-23,-0.9352384008191051,0.7761465740279117,0.1501025919563072,False,250,0.027538942862534554
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-24,-1.0059828480625577,0.751075944852938,0.14795211834168698,False,250,0.025725315085436296
USD-EUR 5Y,USD,EUR,5Y,2,2017-02-27,-0.9266932687728978,0.7790549051107925,0.14280017254636124,False,250,0.022922024402276087
USD-EUR 5Y,USD,EUR,5Y,2,2017-09-29,-0.8784654224990782,0.7949813248963561,0.1466336895620619,False,250,0.022939748054398468
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-04,-0.8987313254002256,0.7883899233080478,0.15293509246178835,False,250,0.02375532635815758
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-05,-0.8624130317176417,0.8000982899882451,0.1618705258871843,False,250,0.025321636573184536
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-06,-0.896410413662866,0.7891522213600626,0.17093613540299554,False,250,0.0268338318515301
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-09,-0.9036084780425786,0.7867817713867908,0.18082676278074455,False,250,0.0286269113790123
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-10,-0.9213884790465103,0.7808473121094968,0.1916530580003122,False,250,0.03060708304785098
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-11,-0.9533417729882253,0.7698993826119107,0.2041953720348633,False,250,0.03276835728775063
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-12,-0.9728808240465342,0.7630264654231818,0.20393994312881397,False,250,0.03225931462010678
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-13,-1.130772107952446,0.7026456755932522,0.20437330576227133,False,250,0.03201393440282729
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-16,-0.9076781063634295,0.7854333918333455,0.20330688566137728,False,250,0.03126812446842597
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-17,-0.8889416811971287,0.7915922641102144,0.20199697820897017,False,250,0.030486563588452253
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-18,-0.842909628196002,0.8061917181528617,0.20026295543100317,False,250,0.02955478193311356
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-19,-0.9287843393687454,0.7783456114025442,0.19887074114185035,False,250,0.0287996520094832
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-20,-0.8246802847800464,0.8117647149984943,0.1982054672892108,False,250,0.028200085588881207
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-23,-0.8492742734712874,0.8042181116230107,0.19553317044663668,False,250,0.027098959721570948
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-24,-0.7838425235121752,0.8238221929537215,0.1933689674537531,False,250,0.02613491442464011
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-25,-0.7831962287979604,0.8240082855228386,0.19145562498258803,False,250,0.025265442444079023
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-26,-0.7200690003666677,0.841482507736503,0.1895206734080076,False,250,0.02439398617811872
USD-EUR 5Y,USD,EUR,5Y,2,2017-10-31,-0.8022214875486469,0.8184686513476391,0.1869543878618631,False,250,0.023453185273188515
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-01,-0.7677150094718189,0.8284221098819374,0.1873569905767411,False,250,0.023273936992411093
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-02,-0.7771767865448079,0.8257344636064831,0.18898123452491172,False,250,0.023441238052876234
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-03,-0.7713161654345861,0.8274028861627761,0.19146440501151063,False,250,0.023838400863129272
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-06,-0.7597287144684636,0.830666272434584,0.19368335209775506,False,250,0.02418839911303028
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-07,-0.7649905028338964,0.8291902045689872,0.19627652698124803,False,250,0.024668507985563637
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-08,-0.7148033314057308,0.8428777900610034,0.20056622430921578,False,250,0.02570275771504149
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-09,-0.7429349971067823,0.8353128453622698,0.1999555544318004,False,250,0.025310976771475646
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-10,-0.6883150420705512,0.8497530335044458,0.20032671784749062,False,250,0.02513208125744615
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-13,-0.6390071745948597,0.8619222044919302,0.19994713028333788,False,250,0.02474310438269034
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-14,-0.6773682147309673,0.8525249174660272,0.1992969315248253,False,250,0.02432005325632658
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-15,-0.7260782263525491,0.8398785687861879,0.1989724686370689,False,250,0.02401267785900374
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-16,-0.6399591017011395,0.8616949098461418,0.19997353192780823,False,250,0.024006916335942874
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-17,-0.6427346825378957,0.8610304738592556,0.20051893103157198,False,250,0.023923966418481823
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-20,-0.5951770151493092,0.8720681038875631,0.19998223112254349,False,250,0.0235483125143906
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-21,-0.5726216565628502,0.8770491870322862,0.20006310015567946,False,250,0.023316475028461903
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-22,-0.6757965166676301,0.8529195804084988,0.20003581689037067,False,250,0.023063474282732588
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-23,-0.6496388590379487,0.8593666918367178,0.19796573885381455,False,250,0.022145933841266396
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-24,-0.6327991261787024,0.8633972237045013,0.19721580221753526,False,250,0.021502709644486306
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-27,-0.6298582369158433,0.8640915657355984,0.19472790084665548,False,250,0.020461545268368075
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-28,-0.6091743107419467,0.8688955039385424,0.19115312868917564,False,250,0.0192448293110552
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-29,-0.56829639250926,0.8779860427934876,0.19078039725847126,False,250,0.01870912604176067
USD-EUR 5Y,USD,EUR,5Y,2,2017-11-30,-0.4981682235252838,0.8923734600844792,0.18944736233193726,False,250,0.018018937276017555
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-01,-0.5416735677718241,0.8836244554130277,0.18817177790548834,False,250,0.017370461329194176
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-04,-0.4764767496174713,0.8965257342506889,0.18887003429319232,False,250,0.017095258701035454
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-05,-0.45677542737067445,0.9001790761713623,0.18984267476560418,False,250,0.016871659143889883
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-06,-0.4451545279970641,0.9022822374943138,0.1901111694781959,False,250,0.01653772815402721
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-07,-0.4692511997307215,0.8978785362354995,0.19149074284689577,False,250,0.016426954115022263
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-08,-0.49754812682097954,0.8924940757735352,0.1915619004836113,False,250,0.016017386361248498
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-11,-0.45093190195655647,0.9012414054761657,0.19067609290558613,False,250,0.01546673810711885
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-12,-0.4433860201311532,0.9025989715433274,0.1912765282281036,False,250,0.015166190611050845
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-13,-0.5664040316308439,0.8783940884108605,0.1904290246598107,False,250,0.014684535368780116
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-14,-0.48437588398810943,0.8950295444379552,0.18865765784741456,False,250,0.014022806590168524
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-15,-0.47434726408573824,0.8969259910254562,0.19181112397480965,False,250,0.014150497178325838
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-18,-0.44121057001484504,0.902987386458012,0.19296074034041838,False,250,0.013921821273371604
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-19,-0.35999283461199527,0.916567304477675,0.20006670292696144,False,250,0.01450990581633571
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-20,-0.3563493063435526,0.9171357489059053,0.20847057419677928,False,250,0.015310497051532757
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-21,-0.39614973315993157,0.9107396519405065,0.2211521309027536,False,250,0.016768987215034614
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-22,-0.4094053265379641,0.9085165412071041,0.23443625677425686,False,250,0.018407643831865883
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-25,-0.35570433171845883,0.9172360211624564,0.25155385282337867,False,250,0.02066308399923733
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-28,-0.3612633221794578,0.9163682903511321,0.2660770704381463,False,250,0.022514868787993025
USD-EUR 5Y,USD,EUR,5Y,2,2017-12-29,-0.4536340671916799,0.9007513635541472,0.281088180090057,False,250,0.02421178053165829
USD-EUR 5Y,USD,EUR,5Y,2,2018-01-01,-0.48333093038058167,0.8952285113082823,0.29251708720636543,False,250,0.025374976425433737
USD-EUR 5Y,USD,EUR,5Y,2,2018-01-04,-0.33337465801998967,0.9206426715320295,0.3081175466493721,False,250,0.027203470042751365
USD-EUR 5Y,USD,EUR,5Y,2,2018-01-05,-0.35623226687130166,0.9171539525613093,0.3255068005828854,False,250,0.029398806122611254
USD-EUR 5Y,USD,EUR,5Y,2,2018-01-08,-0.39747566320212735,0.9105193988117644,0.3425666742033724,False,250,0.03145105388027358
USD-EUR 5Y,USD,EUR,5Y,2,2018-01-09,-0.329844087747252,0.9211698719979016,0.36060381277730547,False,250,0.033702773257650254
USD-EUR 5Y,USD,EUR,5Y,2,2018-01-10,-0.34372338552217957,0.9190794571286891,0.3776602167553967,False,250,0.03578078057533762
USD-EUR 5Y,USD,EUR,5Y,2,2018-01-11,-0.4847008006555499,0.8949676130989452,0.40244083949807574,False,250,0.03938219904899509
USD-EUR 5Y,USD,EUR,5Y,2,2018-01-12,-0.47328327550716376,0.8971254872386023,0.4274671137778332,False,250,0.04313832490470437
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-02,-1.0911114112623794,0.7186035234869953,0.4318570720085496,False,250,0.04363562597053228
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-03,-1.0970579754950052,0.7162437233347816,0.4383372726185687,False,250,0.04448415394808869
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-04,-1.0789567662024162,0.7233903410116779,0.443245857766868,False,250,0.04514550748683632
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-09,-0.8460487461985393,0.805220114379901,0.44965826153095667,False,250,0.04594933612622787
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-10,-0.9510110929284105,0.770710186459709,0.45920099469892767,False,250,0.04738972676285069
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-11,-0.8787741772227917,0.7948820031281154,0.4638553059532263,False,250,0.047698708781042876
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-12,-0.891341268719797,0.7908104866704995,0.4708470068758236,False,250,0.048174368881285234
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-15,-1.2162227280951492,0.6665784626034728,0.47876341464885735,False,250,0.04897372281758716
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-16,-1.12296654481599,0.705826761876861,0.48652314533718133,False,250,0.04987215595341388
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-17,-1.2437583277485726,0.6544945952820207,0.49367041154104885,False,250,0.050657145301365
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-18,-1.2028197295978154,0.6723815607234567,0.5049587888960309,False,250,0.05251443585281623
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-19,-1.116500964589207,0.7084468536684203,0.5217113925531366,False,250,0.0551225565023743
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-22,-1.2559100141528023,0.6490945841289866,0.5400654376571994,False,250,0.05796912814340316
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-23,-1.1886742096441663,0.6784487067992269,0.5588734086061224,False,250,0.06058664718366602
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-24,-1.0887558544372076,0.7195350472738388,0.584867521557268,False,250,0.06472719808492022
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-25,-0.9712578257412199,0.7636024966026671,0.6085595044555716,False,250,0.06828229763413718
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-26,-0.9767751806163499,0.761640500626551,0.6302284630407979,False,250,0.07183772691181556
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-29,-0.9674876563934114,0.7649370096022525,0.6521570234720618,False,250,0.07561179907374871
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-30,-0.9713740831820886,0.7635612656503545,0.6703394559383811,False,250,0.07848363909845701
USD-EUR 5Y,USD,EUR,5Y,2,2019-07-31,-0.8996195841193274,0.7880976682669277,0.686487754010371,False,250,0.0810467012085081
USD-EUR 5Y,USD,EUR,5Y,2,2019-08-30,-1.2323171186052897,0.6595415439224366,0.7163918003907324,False,250,0.08941353124658946
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-02,-1.1405410080099445,0.6986369419639763,0.7446985420501528,False,250,0.09711885012315269
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-05,-1.0561066520498632,0.7322550802312701,0.7774724171840897,False,250,0.10493424248214445
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-06,-1.035019770036005,0.7402783815866936,0.8105017623989339,False,250,0.11556864736977157
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-09,-1.0170326730425323,0.7470014447601854,0.8448652361598725,False,250,0.12593475779429975
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-10,-1.116630519316749,0.7083944864080483,0.8729087174203203,False,250,0.13504856936280396
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-11,-1.153859547078129,0.6931228275795576,0.8901659096896082,False,250,0.14220258952227816
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-12,-1.1420302776268603,0.698023140592082,0.9101410404138629,False,250,0.14876489727929731
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-13,-1.0644337114656905,0.7290450027605309,0.9299285034386794,False,250,0.15485109147783205
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-16,-1.1161265436345857,0.7085981675412887,0.9480164343153487,False,250,0.16128281650627319
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-17,-1.2106798003256518,0.668984740953827,0.9636324612588791,False,250,0.1665877501033921
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-18,-1.425360735206121,0.5700593000348126,0.9828516526239262,False,250,0.17214617880325112
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-19,-1.6422138196504044,0.46110424316161697,1.0054447774553799,False,250,0.17871175266819828
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-20,-1.7863493586358745,0.387259607754641,1.0326571850477688,False,250,0.1863266647617502
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-23,-1.7313976596332272,0.4150123548335129,1.0551271433465288,False,250,0.1928659248546648
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-24,-1.6991246589136488,0.4315635352753084,1.0790213690783734,False,250,0.19979954733544147
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-25,-1.6300140040687587,0.46748338297847714,1.1025142971598076,False,250,0.20615292567124133
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-26,-1.530128623506016,0.5185580038466316,1.13007700190467,False,250,0.21227138215919572
USD-EUR 5Y,USD,EUR,5Y,2,2019-09-27,-1.5022603462553723,0.5323928830578591,1.1458759317464091,False,250,0.21652795313266426
