date,regime_most_likely,regime_prob_0,regime_prob_1,regime_prob_2,regime_raw
2011-06-14,1,7.063153149795494e-13,0.9990870061377385,0.0009129938621113279,1
2011-06-15,1,1.3480966998129526e-11,0.9784992292782584,0.021500770707709744,1
2011-06-16,1,6.999514373301505e-12,0.9358846862896611,0.06411531370406041,1
2011-06-17,1,1.8368425572317684e-13,0.9994654521251649,0.0005345478746539891,1
2011-06-20,1,7.065950343274778e-13,0.9981358804296826,0.0018641195699782636,1
2011-06-21,1,5.7872605972642e-13,0.999463161009961,0.0005368389886430568,1
2011-06-22,1,7.701815948211086e-13,0.998064310966339,0.0019356890322312433,1
2011-06-23,1,6.164611514202215e-13,0.9995262695951636,0.00047373040376584184,1
2011-06-24,1,1.2664391372557233e-12,0.9978130616586763,0.0021869383406893064,1
2011-06-27,1,1.0156566983580179e-12,0.9991144711329463,0.0008855288655875553,1
2011-06-28,1,1.7191070040106753e-12,0.9991202690528665,0.0008797309463003606,1
2011-06-29,1,3.278451210548706e-12,0.9900832448302831,0.009916755165580868,1
2011-06-30,1,9.03265056654351e-12,0.9945487476355656,0.00545125235461107,1
2011-07-01,1,3.284084208876724e-12,0.9998769948784961,0.0001230051174844056,1
2011-07-04,1,6.363129880761209e-12,0.9998397193582355,0.00016028063545974592,1
2011-07-07,1,1.183801368724688e-11,0.9998419832431514,0.00015801674464219271,1
2011-07-08,1,9.256998937531985e-11,0.9996677687287778,0.0003322311777825835,1
2011-07-11,1,1.7824033422935324e-10,0.9984072090990999,0.0015927907218591646,1
2011-07-12,1,7.138949505368088e-10,0.9963247394585704,0.0036752598270874777,1
2011-07-13,1,8.679611648023883e-11,0.9996476779757966,0.0003523219380803551,1
2011-07-14,1,1.5427835334080386e-09,0.9816022706975975,0.018397727760103757,1
2011-07-15,1,3.3437054159602378e-09,0.9953565207914642,0.00464347586531044,1
2011-07-18,1,3.3538636555177125e-10,0.9994724253684759,0.0005275742964388829,1
2011-07-19,1,9.450685753277716e-10,0.9995338561181066,0.0004661429362983192,1
2011-07-20,1,3.568058490747933e-09,0.9946120247449466,0.005387971686540299,1
2011-07-21,1,1.388687103974296e-08,0.9828805625194846,0.017119423593170816,1
2011-07-22,1,1.939268777632238e-08,0.9857136131960685,0.01428636741100165,1
2011-07-25,1,1.873040007958033e-08,0.9879726689139586,0.012027312355109914,1
2011-07-26,1,1.7882711731925603e-08,0.9982435014475158,0.0017564806689767246,1
2011-07-27,1,3.77714173639901e-07,0.9594931812032254,0.040506441082775416,1
2011-07-28,1,5.898494134673826e-07,0.9236363045504619,0.07636310560074133,1
2011-07-29,1,5.829253392930814e-07,0.9914435670847552,0.00855584999016123,1
2011-08-01,1,1.3008322521475182e-05,0.997547250390493,0.0024397412864525757,1
2011-08-02,1,2.1334200180034864e-05,0.9976020434734292,0.0023766223258953998,1
2011-08-04,1,2.2118312011721446e-05,0.999600658383275,0.00037722330415384636,1
2011-08-05,1,1.4703680911284543e-05,0.791031046742044,0.20895424957778772,1
2011-08-08,1,6.914364232754457e-14,2.8742266490144946e-09,0.9999999971259967,2
2011-08-09,2,3.561429082731024e-18,8.894902061250469e-10,0.9999999991105142,2
2011-08-10,2,3.82714778229109e-06,0.001077846876417673,0.9989183259756792,2
2011-08-11,2,2.6014286612525368e-05,0.0005835127314096902,0.9993904729818182,2
2011-08-12,2,1.302517554602309e-08,4.740730084388842e-07,0.9999995129020413,2
2011-08-15,2,0.00764789719589872,0.2165165836399458,0.7758355191645412,2
2011-08-16,2,0.0004011767605674375,0.07976998960377582,0.9198288336364604,2
2011-08-17,2,0.0014053915809140493,0.05140987238625232,0.9471847360320093,2
2011-08-18,2,0.0002766434061875381,0.01750243737092361,0.9822209192219886,2
2011-08-19,2,2.2073795031554076e-05,0.028154313583458514,0.9718236126208801,2
2011-08-22,2,0.0035680066710540663,0.374469979880771,0.6219620134487438,2
2011-08-23,2,0.0041533677082789665,0.8782408581505771,0.11760577414181837,1
2011-08-24,1,0.0003353739694279758,0.9963192643179416,0.0033453617131885003,1
2011-08-25,1,1.8733837535310136e-05,0.7974559967349462,0.20252526942839677,1
2011-08-26,1,0.0003718871926613096,0.9934604520713,0.0061676607358836935,1
2011-08-29,1,6.505160415432148e-05,0.9859390051069824,0.013995943288494815,1
2011-08-30,1,0.00020473385154623266,0.9976883000515536,0.0021069660963836468,1
2011-08-31,1,7.641100176657273e-05,0.9991067275015947,0.000816861496074787,1
2011-09-01,1,0.0001290593151699295,0.9985401082752039,0.0013308324096775006,1
2011-09-02,1,0.0001252188311833125,0.9977015700396679,0.002173211128743905,1
2011-09-05,1,2.8727109750293066e-05,0.9624419983552301,0.03752927453503163,1
2011-09-08,1,0.0024888235694477197,0.9731416930737012,0.02436948335654655,1
2011-09-09,1,0.0011174719753016301,0.9824944523178067,0.016388075706794025,1
2011-09-12,1,0.000265970594224349,0.9103618044849493,0.0893722249202418,1
2011-09-13,1,0.0011893520868143986,0.9801947527552826,0.018615895157797928,1
2011-09-14,1,0.0009488692197990248,0.9957408480808885,0.003310282699763991,1
2011-09-15,1,0.0006888668354104812,0.996035649711659,0.003275483452421137,1
2011-09-16,1,0.0005297627803760465,0.9848745584823946,0.014595678736480143,1
2011-09-19,1,0.0009503577947270978,0.9956145030149492,0.003435139190730317,1
2011-09-22,1,0.00043278486885701874,0.5898667896385881,0.4097004254918022,1
2011-09-23,1,1.329828655170839e-10,4.263350554639736e-05,0.9999573663619953,2
2011-09-26,2,0.00132937657362381,0.0034908159181757875,0.9951798075073193,2
2011-09-27,2,0.05478075221161381,0.05715550669122735,0.8880637410980283,2
2011-09-28,2,0.008395361187425676,0.02694291826589085,0.96466172054612,2
2011-09-29,2,0.06607074636355231,0.10776344653225625,0.8261658071044953,2
2011-09-30,2,0.14334749179077524,0.5363622079787558,0.320290300230427,2
2011-10-03,2,0.0030433402830988623,0.07324644562334424,0.9237102140935192,2
2011-10-04,2,2.4897299269006907e-05,0.0017836295725952378,0.9981914731283127,2
2011-10-05,2,0.3273345263565502,0.02063007689370401,0.6520353967496493,2
2011-10-06,2,0.026034787915861186,0.0007303320312359404,0.9732348800524804,2
2011-10-07,2,0.2778453748861787,0.006894498014031132,0.7152601270995528,2
2011-10-13,2,0.20847324325082522,0.0001598159109368442,0.7913669408377177,2
2011-10-14,2,0.9340330129772236,0.00023979312360773212,0.0657271938983183,0
2011-10-17,0,0.6962845829591493,7.203981050896649e-06,0.3037082130593953,0
2011-10-18,0,0.8575215541036353,4.936096219587496e-05,0.1424290849339553,0
2011-10-19,0,0.9772849249034287,2.7838502122648318e-05,0.022687236594642737,0
2011-10-20,0,0.9976945547039744,5.879555774649537e-06,0.002299565739387008,0
2011-10-21,0,0.9986546389294965,3.4285404023109146e-06,0.001341932529327689,0
2011-10-24,0,0.9902719136442953,3.4524861374291734e-06,0.009724633868794606,0
2011-10-25,0,0.9945482812112654,9.580077310624858e-06,0.005442138711328885,0
2011-10-26,0,0.9978241616984284,5.189757380510479e-06,0.0021706485434622655,0
2011-10-27,0,0.9890350289765156,2.0006493790543143e-06,0.01096297037444908,0
2011-10-28,0,0.004461914904640913,5.099075979212282e-08,0.9955380341039839,2
2011-10-31,0,0.8243140941653736,0.0006890417437446604,0.17499686409064455,0
2011-11-01,2,0.16372637861895684,4.2275551499617116e-10,0.8362736209587036,2
2011-11-02,2,4.25574198332228e-07,7.0839007435640085e-15,0.9999995744256918,2
2011-11-03,2,0.20936550909506968,0.2178317449843981,0.5728027459205208,2
2011-11-04,2,0.05051784676311115,1.3498744579279814e-05,0.9494686544927428,2
2011-11-07,2,0.3242988048947979,0.01314570725431792,0.6625554878516251,2
2011-11-08,2,0.7837852230087738,0.150609125931566,0.06560565105937699,0
2011-11-09,0,0.8652919310598507,0.1270562805090747,0.007651788430910641,0
2011-11-10,0,0.30782413817668247,1.4184358933386328e-05,0.6921616774649361,0
2011-11-11,0,0.6329556133317735,0.000824329692971534,0.3662200569752913,0
2011-11-14,0,0.8680982281119166,0.002463455042637973,0.1294383168456294,0
2011-11-15,0,0.9863204460572258,0.006093528362373696,0.007586025580730448,0
2011-11-16,0,0.9967836448480205,0.002119701424115183,0.0010966537270087598,0
2011-11-17,0,0.998324641102348,0.0008334828827311545,0.000841876015357322,0
2011-11-18,0,0.9979584974339152,0.0010232510765913034,0.0010182514888927108,0
2011-11-21,0,0.998059194421245,0.000706696839788189,0.0012341087384864246,0
2011-11-22,0,0.9980521223961841,0.001639407658253179,0.00030846994572757364,0
2011-11-23,0,0.9965048358950227,0.0031718249113022517,0.0003233391932591069,0
2011-11-24,0,0.9571183056146098,1.19462626781919e-07,0.04288157492310299,0
2011-11-29,0,0.9970433670534504,0.0007501552126185973,0.002206477733704122,0
2011-11-30,0,0.9974905763617297,0.0018028233230807636,0.000706600315470873,0
2011-12-01,0,0.9987727936783769,5.889508297479583e-05,0.0011683112388007103,0
2011-12-02,0,0.997822818109503,0.0017825114900562441,0.00039467040096109317,0
2011-12-05,0,0.9995315549645213,0.0002530108722804713,0.00021543416319741595,0
2011-12-06,0,0.9988725545214214,0.0009404067586251365,0.0001870387196828262,0
2011-12-07,0,0.9989874283366419,0.0009412816009301499,7.129006200164361e-05,0
2011-12-08,0,0.9997561384538532,9.083162820056078e-05,0.00015302991734212273,0
2011-12-09,0,0.9988181744591573,0.0001612423925803715,0.0010205831474664208,0
2011-12-12,0,0.9985809054840971,1.4879410442372038e-07,0.0014189457215352977,0
2011-12-13,0,0.9986909317207403,1.3301503347900487e-05,0.0012957667765241027,0
2011-12-14,0,0.9994144211289775,4.11542641179708e-05,0.0005444246074752471,0
2011-12-15,0,0.981194533611469,3.4216194107862087e-06,0.018802044768758863,0
2011-12-16,0,0.9988084876365974,0.0008257381706680061,0.0003657741932320316,0
2011-12-19,0,0.9992161245427219,0.000255239768574564,0.0005286356879139654,0
2011-12-20,0,0.9987450300366497,0.0011616848342820966,9.328512848856758e-05,0
2011-12-22,0,0.998090161151175,0.001837688511722675,7.215033647106842e-05,0
2011-12-23,0,0.9977180712995815,0.00220944124177052,7.248745785298469e-05,0
2011-12-26,0,0.9997224910814013,0.00013351736798039148,0.0001439915515131664,0
2011-12-29,0,0.9923829539688778,0.0012256130844825288,0.006391432946156531,0
2011-12-30,0,0.9874305593663971,0.008265446481770371,0.00430399415194032,0
2012-01-05,0,0.9797934978455619,0.0007652010634786363,0.01944130109006291,0
2012-01-06,0,0.9664440066865618,0.0005532987210489887,0.03300269459171248,0
2012-01-09,0,0.9516374660910204,0.001125436366470522,0.04723709754220326,0
2012-01-10,0,0.9693764203829691,0.005099919977665932,0.025523659639764995,0
2012-01-11,0,0.9852874265219455,0.004441174417278512,0.010271399060744708,0
2012-01-12,0,0.9598422419544841,0.0037017840480845056,0.0364559739977722,0
2012-01-13,0,0.9777291633726249,0.00586773569228747,0.016403100934329787,0
2012-01-16,0,0.6625546751910666,0.005931810273335689,0.33151351453643096,0
2012-01-19,0,0.9631747656793067,0.0008179573593036115,0.036007276962182574,0
2012-01-20,0,0.6677470441769451,0.00014380100546261266,0.332109154817347,0
2012-01-25,0,0.9015921498760118,0.00245035052381854,0.09595749960061312,0
2012-01-26,0,0.9418122749936624,0.0004870423020615993,0.05770068270485459,0
2012-01-27,0,0.9572303249087135,0.00034967115163818933,0.04242000394036883,0
2012-02-01,0,0.9944330885013944,0.005243413503231112,0.00032349799460487086,0
2012-02-02,0,0.9973678040078073,0.0022582967789838097,0.0003738992126031305,0
2012-02-03,0,0.9971222911403059,0.002682014536544781,0.00019569432383938668,0
2012-02-06,0,0.9991082071572904,4.603168464332366e-08,0.0008917468108656243,0
2012-02-07,0,0.99912965708795,0.0007709703229581123,9.937258897381595e-05,0
2012-02-08,0,0.9995611321816684,4.7633119956563525e-05,0.0003912346985102717,0
2012-02-09,0,0.9976564396238218,0.002269843484220916,7.371689264339727e-05,0
2012-02-10,0,0.9994356535934537,0.0003858414675116854,0.00017850493841053752,0
2012-02-13,0,0.9990478356617465,1.9165454327559742e-05,0.0009329988845011047,0
2012-02-14,0,0.9920199895103725,0.007492875827582004,0.0004871346615859938,0
2012-02-15,0,0.9974468676212019,0.0021919632083405405,0.0003611691697109094,0
2012-02-16,0,0.9961930605491435,0.0035928100574073615,0.0002141293940703714,0
2012-02-17,0,0.9992496923026296,0.0007160490386585902,3.4258657815710374e-05,0
2012-02-20,0,0.9993631900247129,0.0006095277305561914,2.728224503645542e-05,0
2012-02-23,0,0.9995065343157012,1.2216262044753438e-05,0.0004812494231442724,0
2012-02-24,0,0.9989071174467413,0.0010529669275340565,3.991562498855707e-05,0
2012-02-27,0,0.9984970244555806,0.001477306710521063,2.5668833994953046e-05,0
2012-02-28,0,0.999186978202596,0.000773193230211453,3.982856672146037e-05,0
2012-02-29,0,0.9988265683464163,0.0011541653615012566,1.926629227067589e-05,0
2012-03-01,0,0.9998383794116644,0.00012662954261448368,3.4991045183552264e-05,0
2012-03-02,0,0.9997152032835452,0.00025949255039240516,2.5304165855384087e-05,0
2012-03-05,0,0.9996001637485843,0.00035962109397677793,4.0215157439195694e-05,0
2012-03-06,0,0.9977723359829325,0.002150352529144735,7.731148868383657e-05,0
2012-03-07,0,0.9992515015841548,0.0005345411673166691,0.00021395724910804102,0
2012-03-08,0,0.9872870357515715,0.011694885529688268,0.0010180787178995711,0
2012-03-09,0,0.9519043975876442,0.0397115122963526,0.008384090116015997,0
2012-03-12,0,0.6816700821601284,0.1949982827961931,0.12333163504408477,0
2012-03-13,0,0.17086355052415214,0.7083951630118744,0.12074128646311948,1
2012-03-14,0,0.0521611979705413,0.15100817618676612,0.7968306258434966,2
2012-03-15,2,6.951502674471661e-06,4.245712896031838e-14,0.9999930484978596,2
2012-03-16,2,0.0013529180458977167,0.04453443337461781,0.9541126485800715,2
2012-03-19,2,0.0021154324811030753,0.38973911549302004,0.608145452025732,2
2012-03-20,2,0.0012411408245885617,0.030123938329813305,0.9686349208450371,2
2012-03-21,2,0.0022247630706630685,0.48954397320997917,0.5082312637199479,2
2012-03-22,2,0.0013001382788277683,0.741245527262237,0.2574543344586427,1
2012-03-23,1,0.00023727415416334191,0.9074288863406236,0.09233383950610384,1
2012-03-26,1,0.0003227474172754763,0.9548217773560456,0.044855475226857074,1
2012-03-27,1,0.00272943598895786,0.8735706333883473,0.12369993062218991,1
2012-03-28,1,0.008155271678128783,0.5286447886986719,0.4631999396238495,1
2012-03-29,1,0.003761862991542269,0.8352081224785759,0.16103001453052934,1
2012-03-30,1,0.003522651695872687,0.933424176122094,0.0630531721819426,1
2012-04-04,1,0.00020069412712198708,0.012436999880944684,0.9873623059914741,2
2012-04-05,1,5.3295208890919784e-05,0.5794277121601388,0.42051899263017795,1
2012-04-06,1,1.1556111533810497e-05,0.9377547840681059,0.06223365981992742,1
2012-04-11,1,2.857541388505701e-05,0.9428718974146462,0.057099527171898985,1
2012-04-12,1,0.0007661935782520832,0.036761832062126,0.9624719743602393,2
2012-04-13,2,0.006435746955563508,0.323904406781667,0.6696598462628479,2
2012-04-16,2,0.005287779918040866,0.206706276930824,0.7880059431504118,2
2012-04-17,2,0.0025293646011360356,0.7560952924119527,0.24137534298613061,1
2012-04-18,1,0.0021413437965365234,0.9361377918603306,0.06172086434369213,1
2012-04-19,1,0.0011460260591847826,0.9794697085972333,0.01938426534435405,1
2012-04-20,1,0.0006317965176614467,0.9896081364317504,0.009760067051235392,1
2012-04-23,1,0.0004239626917431717,0.9890718045927207,0.010504232715757171,1
2012-04-24,1,0.00017040224362965342,0.9855772704270284,0.014252327329938334,1
2012-04-25,1,3.2492691018307e-05,0.9741522664185832,0.025815240889726754,1
2012-04-26,1,3.0189015562314243e-05,0.9645690816314555,0.03540072935242897,1
