regime_prob_0,regime_prob_1,regime_prob_2,regime_prob_3,regime_most_likely
4.725738619472794e-261,1.9516764490652353e-132,1.0134410647520851e-227,1.0,3
3.811304607778226e-56,6.21489195079107e-05,6.965412946782841e-07,0.9999371545394571,3
3.182973667447951e-14,1.5371280413235447e-05,1.3866078191544142e-06,0.9999832421111823,3
1.6743416498589544e-11,1.7436662886548977e-05,3.502529075561613e-05,0.9999475380292305,3
2.55729231768046e-09,0.00023179485799624226,0.008512922827032482,0.9912552797570484,3
5.268000180271581e-09,0.0005025900137861253,0.38001036998231696,0.61948703473645,3
4.211529569424016e-08,2.2557051130411287e-05,0.004792662304174783,0.995184738528574,3
5.077573490246344e-09,5.874146160743798e-05,0.0002069440238841072,0.9997343094373257,3
6.61002341730753e-09,3.010152322394695e-05,0.00025420957675689857,0.9997156822908382,3
2.484612504140879e-08,4.240589204447886e-05,0.005112966462628413,0.9948446027990722,3
2.0797116467442954e-07,6.36452707290886e-05,0.11543995387689375,0.8844961928812606,3
6.289909468332785e-06,6.141414853674715e-06,0.323489183963127,0.676498384712413,3
2.1032633453381435e-05,1.3460111794529825e-07,0.8557379767616998,0.14424085600318004,2
5.6605620152129e-05,7.780165071169667e-09,0.9923124649054162,0.007630921693862901,2
5.070473900020498e-05,3.522502914615424e-09,0.9995323894171679,0.0004169023209968967,2
5.547623793574024e-05,6.802784115385725e-10,0.9998640564288218,8.046665267177785e-05,2
7.491186008103249e-05,4.388260073872967e-11,0.9996891056051413,0.00023598249156640938,2
8.775725829425727e-05,2.9488224085223616e-12,0.999795812551222,0.00011643018701745359,2
0.0004971141923511906,6.32087832868547e-14,0.9995005554969003,2.3303103700807003e-06,2
0.0009126644871515643,5.055703328650603e-15,0.9990858762360803,1.4592763502808792e-06,2
0.002246471755534383,6.614324117999749e-15,0.9977531460331311,3.8221082552916335e-07,2
0.0021154692347172843,1.4433772995618769e-13,0.9978841040926163,4.2667331990796656e-07,2
0.0006489428395103075,4.68710489522422e-13,0.9993466499840583,4.4071753846077245e-06,2
0.00019212561687803045,3.227799264612324e-13,0.9997968274315057,1.1046950897291387e-05,2
0.0002470233267497961,5.1786031974230174e-14,0.9997476231202096,5.3535521122184394e-06,2
0.00035528831653326,2.1435338108263481e-13,0.9996427765456967,1.9351377300696958e-06,2
0.00025019697221743476,1.651257652864641e-13,0.9997439613233267,5.841704845171473e-06,2
0.000237379001040701,1.3592097951508005e-13,0.9997583956409312,4.22535790849541e-06,2
0.0002471852505350921,6.9600412896057735e-12,0.9997485742920414,4.240450892814716e-06,2
8.448455234354265e-05,3.668022445071911e-10,0.999562912728715,0.00035260235299247285,2
6.888939309081275e-05,1.852341029845676e-10,0.9987553922380109,0.00117571818354973,2
8.349762537840244e-05,5.024147086699397e-10,0.9997950054943497,0.0001214963779173533,2
7.535573634650192e-05,5.4412336113415284e-11,0.9997129517730416,0.00021169243642474197,2
5.819839086010319e-05,7.88606863585269e-11,0.9998179006690476,0.00012390086049907944,2
6.0563595592099636e-05,4.70440069589555e-11,0.9998817089392252,5.77274177838905e-05,2
7.855223269824655e-05,4.849886951316052e-12,0.9998582560459722,6.319171654479553e-05,2
0.00010907231543196943,1.015353511581115e-12,0.99986282891141,2.809877185685817e-05,2
0.00019205217650985606,1.465966698823114e-13,0.999802582728782,5.3650939450248935e-06,2
0.00020573414846181191,1.8310345563721146e-13,0.9997896617949629,4.604057153333429e-06,2
0.00016759962844144644,1.53676429494835e-13,0.9998241103584237,8.29001240778905e-06,2
0.00024122361424754922,1.790707091529543e-13,0.9997532471211166,5.5292647305198405e-06,2
0.0007454445035780659,5.226167347219033e-15,0.999250454732824,4.10076422580641e-06,2
0.0032651239135326896,1.800907899090032e-14,0.9967347112926866,1.6479391680174048e-07,2
0.0012322118284477164,2.915046810389042e-14,0.9987673110437948,4.771270760688118e-07,2
0.0001899768343224254,1.6393563164323452e-12,0.9998087933923823,1.2297708425608472e-06,2
0.00013570467194067828,3.2666761934554227e-12,0.9998586533570569,5.641967226837621e-06,2
0.00015272757797954,7.827392166578814e-10,0.9997915112561384,5.576038299001963e-05,2
9.877598822217823e-05,8.250889464850336e-09,0.9844988791229502,0.015402336638302991,2
7.867639253188455e-05,3.882082039600482e-08,0.9838962241866196,0.01602506059990345,2
4.082181307039068e-05,3.987638063689311e-08,0.9934060212553804,0.006553117055613038,2
8.185402886886098e-05,1.906533585203442e-10,0.999342385690216,0.0005757600910375741,2
0.0001213058427636659,3.2277590208313717e-11,0.9998539841274434,2.470999814064113e-05,2
6.570946209136618e-05,1.1595112915204459e-11,0.9998422558484273,9.203467737948598e-05,2
7.850825871681623e-05,8.181834292154966e-12,0.9998906793613166,3.081237101620329e-05,2
8.298535177606156e-05,1.3795315462229829e-11,0.9998715669107976,4.544772291770893e-05,2
5.3355480103180064e-05,2.762507931952127e-11,0.9998802550467167,6.638944503734829e-05,2
5.567560835718662e-05,2.146794492791707e-11,0.9998500339089789,9.429046175006868e-05,2
6.376749808350105e-05,1.4060861755974647e-10,0.9998416955063537,9.453685551336531e-05,2
5.964069769042467e-05,1.7243944570270518e-09,0.9996746114043451,0.0002657461733761287,2
8.455053376815836e-05,7.206953696459115e-09,0.9973745997284967,0.0025408425301282522,2
8.835034045161119e-05,6.019605236225107e-08,0.9875112616050159,0.012400327857831291,2
0.0002789731468801216,4.652574560958309e-08,0.9878300656011465,0.011890914726918804,2
0.002562003484735594,7.716342988961746e-09,0.9893297776939218,0.008108211105552276,2
0.02760738539344976,1.0660471269040678e-12,0.971436244034878,0.0009563705701667327,2
0.34123026014889024,1.136983554354133e-14,0.6587695984541757,1.4139704891686104e-07,2
0.8503171430515577,6.251177881231707e-16,0.14968284985056438,7.098512818281356e-09,0
0.8837042604621899,1.6319617886392635e-16,0.11629572380421738,1.573365489780726e-08,0
0.9108616146535393,3.089107969334585e-17,0.08913837469521352,1.0651143427980148e-08,0
0.963420176115894,1.1090613335793627e-16,0.03657982129083064,2.5931346002533683e-09,0
0.9740965755214678,7.73011245957128e-17,0.025903420032494143,4.4454432712510815e-09,0
0.9796685243481368,7.582029084127494e-21,0.020331471093776556,4.558769530302893e-09,0
0.987282751957394,5.507240838553395e-26,0.012717248042422582,2.509560543517858e-13,0
0.999999616926362,2.932194397517308e-25,3.830745219800276e-07,2.4504467737319782e-18,0
0.9999986697484681,1.2702477569805316e-30,1.3302515981338958e-06,3.7540061832808246e-20,0
0.9999946688382123,9.763341746386328e-32,5.331161075580093e-06,2.7427386281904116e-20,0
0.9999998297371494,1.499048694163265e-32,1.702627353232415e-07,8.980757413519487e-22,0
0.9999999064457413,2.720824220744534e-35,9.355419744134659e-08,2.8956382258659372e-24,0
0.9999999707924876,1.1660494082903572e-34,2.9207693164922146e-08,4.6205005657850345e-25,0
0.999999966101314,2.300033021873973e-33,3.389782047072127e-08,1.8864773908378635e-24,0
0.9999995302115361,4.3227512337832175e-35,4.697878966541099e-07,4.926912737413495e-23,0
0.9999997288032686,2.3137501711819033e-35,2.7119736133797314e-07,7.205759493328307e-24,0
0.9999999906776793,2.3785931207130122e-36,9.323056583637949e-09,1.2575209551766317e-25,0
0.9999999822557585,5.5113198020924793e-42,1.774463507670586e-08,3.7996377852852877e-28,0
0.9999999993360689,3.3825522539114594e-44,6.634580991560065e-10,8.181997190447846e-31,0
0.9999999999745341,1.1272158298834674e-46,2.6023103275643973e-11,1.1705727173116506e-34,0
0.999999999996362,1.0555121001455547e-51,3.0883647535066673e-12,7.417204587476442e-37,0
